question,wrong_choices,correct_answer
"“Play away from the field”.","To conduct a game far from home and town., To conduct a game far from home., To have se*ual relationship with someone who is your usual partner.","To have se*ual relationship with someone who is not your usual partner."
"There were many students ______ all the answers.","those knew, that knows, who knowing","who knew"
"A bed of roses.","Many roses, Tricky option, Difficult option","Easy Option"
"To run across means?","To look around, To go from one side to another, To ignore","To meet casually"
"Sara, You should not “Call it a day”.","To begin working, To delay working, To refuse working","Stop working on something"
"She invited all and sundry to the party. “All and Sundry” means: ____________?","Close Friends, Many People, None of these","Everyone"
"The one who lives on others?","Epicure, Polygot, Drover","Parasite"
"The phrase “To have your hands full” expresses means:","To be a sinner, To have plenty of wealth, Something related to fighting","To have too many things to do"
"Every now and then implies means:","Often, Always, Every where","Occasionally"
"I take down my notes carefully means:","To hide, To remove, To publish","To write down"
"“fair field and no favor” Idiom means:","Perfection, Indifference in opinion, Popularity","An equal chance for every one"
"beat around the bush means:","Try to hide in the bush, Making excuses, To talk rubbish","To avid talking about what is important."
"Be poles apart” means:","Either of the two poles, Leading position in a race, Affect somebody greatly","Having nothing in common"
"The phrase “Be all ears” means:","Having long ears,, Suspect something,, Being good listener","Listen with interest,"
"see eye to eye means?","Disagree, Meet, Dislike","Agree"
"flogging a dead horse __________?","Repeating our request, Making him see reason., Beating about the bush.","Wasting time in useless effort"
"“Feel good” means to;___________?","Show goodwill to someone, Know or sense something, Move along very carefully","Become happy or confident"
"My sister is bad _____ maths.","in, with, from","at"
"The jasmine gives ______ it’s fragrance at night.","Up, At, In","Off"
"Haven’t you heated _______ your father?","Down, About, On","From"
"He is down ______ Malari","For, From, In","With"
"his field is not his forte. “forte” means: _________?","Range, Drawback, None of these","Specialty"
"Bilal is getting __________ the car.","Out, Out from, Out has","Out of"
"When ________ invented?","The microwave was, Was a microwave, Were microwave","Was the microwave"
"The selectors made Babar Azam captain. In this sentence ‘captain’ is ________?","Noun, Verb compliment, None of these","Object complement"
"Anam is the smartest _______ girls?","among others, of all others, of","of all"
"Identify the correct Spellings:","Metropoleton, Metropulitan, None of these","Metropolitan"
"Antonym of “RAUCOUS” is _________?","Hoarse, Strident, None of these","Subdued"
"“A PIPE DREAM” means ?","‌A pleasant dream, A bad dream, None of these","An impracticable plan"
"Synonym of “OFFEND” is _________?","Consent, Resent, None of these","Exasperate"
"She has been exempted ______ night duty.","with, for, None of these","from"
"You are blind ________ your shortcomings.","In, on, of","to"
"You must adhere _______ your promise.","for, with, None of these","to"
"The whole nation was ______ the President?","after, for, farther","behind"
"Fahad resign form job ______ January?","on, at, None of these","in"
"A fool dog fell ______ water?","In, inside, None of these","into"
"Synonym of “Debacle” ____________?","Success, Triumph, None of these","Disaster"
"Synonym of “Illicit” ____________?","Illegal, Improper, prohibited","All of these"
"We trust _____ one God","on, At, None of these","In"
"I am just a girl ______ a little rock.","With, Along, None of these","From"
"Synonym of “Hostile” ____________?","Frantic, Friendly, None of these","Unfriendly"
"Hydrogen gas can be used _______ a fuel?","For, of, None of these","As"
"Police said they found thirty bodies _______ the wreckage?","between, among, under","In"
"Synonym of ” Intrepid ” ________ ?","Knave, Afraid, None of these","Brave"
"Synonym of ” Weighty ” is ________ ?","Fake, Skillful, Quality","Very important"
"Synonym of ” Probity ” is ________ ?","Dishonest, Senseless, Stupid","Honesty"
"Synonym of TACITURN is ________ ?","Communicative, Talky, None of these","Silent"
"Antonym of perilous is:__________?","Attract, Draw, Lure","Safe"
"Creativity allows language __________ accommodate new meanings and messages:","on, with, in","to"
"Select the most appropriate synonym of “Contrite”?","Intrigue, Widely Important, Defiant","Remorse"
"Select the most appropriate synonym of the word “Probity”?","Very brave, Intelligent, Untrustworthy","Complete honesty"
"A group of Buffaloes is called?","Pack, School, Team","Gang"
"A group of Assess is called_________?","Gang, Colony, Flock","Pace"
"A group of Apes is called?","Pod, Herd, Drove","Shrewdness"
"______ dangerously a person lives _____ chances of his deaths in young age.","the most/the more, the most/ the most, None of these","the more/the more"
"Yeoman`s Services means: ___________?","Free services, Govt services, None of these","Help in need"
"Find two number whose sum is 28 and the difference is 4 _____________?","18,10, 15,13, 14,12","12,16"
"The idiom ” Pass the buck” means?","keep something in hand, To Warn, Come to know someone’s secrets","To evade responsibility"
"Antonym of FOIBLE is_________?","Feasible, Luxurious, Powerful","Forte"
"Antonym of ACRIMONIOUS is __________?","Acid, Bitter, Enervate","Soothing"
"Select the most appropriate synonym of the word “Emaciated”?","Over nourished, Chubby, Lucky Person","Very thin"
"Select the most appropriate synonym of the word “Paramount”?","Less Important, Have no Value, Majority","Most important"
"Select the most appropriate synonym of the word ” Netizen”?","A person who use laptop, A person who use Mobile, A Person who use DLSR","A person who use internet"
"Select the most Appropriate synonym of the word “Enigma”?","Clearness, Tricky, Impossible","Mystery"
"Choose the word that is spelled correctly?","bereaucracy, buraucracy, berocracy","bureaucracy"
"Identify the most Appropriate Synonym of “Uncharitable”?","Not Friendly, Not Obvious, None","Unfair"
"Pen : Pencil : Ink","Table : Chair : Wood, Cow : Milk : Curd, Fish : Shark : Water","Orange : Banana : Juice"
"Detect analogy : Judo : Karate : Taekwando","They can be performed by obese persons., They are performed on stage., They are important items of Asian Games.","They are names of martial arts."
"Choose similar word: Sitar : Guitar : Tanpura","Trumpet, Harmonium, Mridanga","Violin"
"Choose analogous pair: Shrub : Prune","Beard : Shave, Lawn : Mow, Wool : Shear","Hair : Trim"
"Choose analogous pair: Interrupt : Speak","Shout : Yell, Intrude : Enter, Concede : Defend","Interfere : Assist"
"Choose analogous pair: Chalk : Blackboard","Type : Paint, Table : Chair, Door : Handle","Ink : Paper"
"Cattle : Herd :: Sheep : ____________?","Swarm, Crowd, Shoal E. Mob","Flock"
"Doctor : Nurse :: ____________ : Follower","Employer, Worker, Manager E. Union","Leader"
"Vigilant : Alert : : Viable : ___________?","Active, Gentle, Hopeless E. Useful","Feasible"
"Bombay : Maharashtra : : Trivandrum : __________ ?","Calcutta, Gujarat, Rajasthan E. Sikkim","Kerala"
"Newspaper : Press : : Cloth : ___________ ?","Tailor, Textile, Fibre","E. Mill"
"Music : Guiter : Performer","Dance : Tune : Instrument, Food : Recipe : Cook, Patient : Medicine : Doctor","Trick : Rope : Acrobat"
"Love : Adoration : Infatuation","Smile : Frown : Anger, Hates : Dislike : Attract, None of these","Murder : Stab : Assassinate"
"Morning : Evening : Dusk","Triangle : Quadrilateral : Pentagon, Happy : Gay : Excited, Botany : Zoology : Physiology","Summer : Winter : Autumn"
"France : Spain : Germany","Japan : China : Turkey, Sri Lanka : Japan : India, Canada : California : Mexico","Iraq : Kuwait : Iran"
"Pink : Red : White","Orange : Yellow : Black, Yellow : Red : Green, Brown : Black : Blue","Green : Blue : Yellow"
"Hair : Brush : Wig","Bread : Butter : Milk, Cement : Brick : Building, Paper : Pen : Pencil","Iron : Hammer : Axe"
"Studio : Bombay : Stars","Ship : Madras : Harbour, Oranges : Nagpur : Juice, Sunrise : Darjeeling : Sherpas","Parliament : Delhi : Ministers"
"Smile : Laugh : Cry","Sit : Sleep : Paly, Frown : Anger : Temper, Morning : Night : Day","Touch : Catch : Release"
"Hand : Wrist : Bangle","Toe : Foot : Knee, Neck : Head : Collar, Foot : Socks : Toes","Foot : Ankle : Anklet"
"Researcher : Historian : Scholar","Teacher : Graduate : Poet, Teacher : Professor : Lecturer, History : Story : Book","Epic : Novel : Book"
"Ink : Pen : Paper","Watch : Dial : Strap, Book : Paper : Words, Farmer : Plough : Field","Colour : Brush : Canvas"
"Horse : Pony : mare","Sheep : Lamb : Goat, Lion : Cub : Den, Cat : Kitten : Puppy","Man : Child : Woman"
"Lizard : Reptile : Insects","Fox : Wolf : Forest, Fly : Insect : Bee, Man : Omnivorous : Meat","Tiger : Mammal : Deer"
"Picture : Clock : Wall","Pen : Pencil : Colour, Flowers : Garden : Park, Footpath : Road : Highway","Pillow : Quilt : Bed"
