question,wrong_choices,correct_answer
"Which of the following is not the name of any scientist?","Pauli exclusion principle, Hund’s rule, Le-Chatelier’s principle","Aufbau’s principle"
"Which of the following is the most Viscous?","Glycerine, Water, Spirit","Honey"
"Urea as a fertilizer contains:____________?","57% N, 73% N, 53% N","46% N"
"Which molecule have stronger London dispersion forces?","Hydrogen gas, Bromine, Hydrochloric acid","Water"
"The concept of ensemble was introduced by____________?","Boltzmann, Carnot, Mexwell","Gibbs"
"Phonon is Quantum of___________?","Longitudinal wave, Transverse wave, Electromagnetic wave","Elastic wave"
"Which gas is used for artificial ripening of green fruit ?","Carbon dioxide, Acetylene, Ethane","Ethylene"
"Barret esophagus is good example of__________?","Atrophy, Dysplasia, Hypertrophy E. Hyperplasia","Metaplasia"
"Which of the following is solid?","Water, Both, None","Stone"
"The number of ions produced by [Pt(NH3)]Cl2?","4, 2, 5","3"
"The practical problem in Hydrogen production is it:______________?","Valency, Size, Chemical property","Weight"
"Radiations are harmful as it:___________?","Causes anemia, Alters body tissue, is unstable","Causes skin cancer"
"Soil pollution is caused by:_________?","Aerosol, Ozone, PAN","Acid rain"
"What are the metal bearing rocks called?","Bitumen, Bauxite, Metalloids","Ores"
"One fathom is equal to:__________?","6 meters, 60 feet, 100 cm","6 feet"
"Reading of a Barometer going down is an indication of:___________?","Snow, Storm, Intense heat","Rainfall"
"Actinides are the elements with atomic number from:","97 to 104, 101 to 115, 36 to 43","89 to 103"
"Carbon,Diamond and Graphite are together called:___________?","Isomers, Isomorphs, Isotopes","Allotrope"
"According to Journal of Biological Chemistry 158, human brain and heart are composed of ________water?","75%, 81%, 89%","73%"
"Which is artificial manmade fiber?","Boron, Saffron, None of these","Rayon"
"The solution remaining after the formation of crystals is called ___________________?","Dilute solution, Residue, both A & B","Mother liquor"
"When Ammonia is used as a refrigerant in vapour compression cycle?","Cu Tubing used, Both a & b, Material does not effect by refrigerant","Steel tubes used"
"Example of ‘globular’ proteins is __________ ?","Peptide, Primary protein, Secondary proteins","Enzymes"
"A scale which used to measure the Hydrogen Ion concentration in a solution is known as__________?","Thermometer, Viscometer, PH Scale","Ali Jan"
"which Compound Destroy The OZONE ?","CH3COOH, BOTH A & B, None Of These","CFCs"
"In whole Periodic Table which element Is Most Reducing Agent ?","Chlorine, Helium, Neon","lithium"
"Effective volume is usually taken for ____________ ?","2 moles of gas, 5 moles of gas, 3moles of gas","1 mole of gas"
"Process used to separate insoluble particles from liquids is ___________ ?","Drying, Sieving, Extraction","Filtration"
"Column of manometer which faces liquid is __________ ?","Raised, Compressed, Remains same","Depressed"
"Quantum numbers are __________ ?","Arithmetical values, Leometric values, Logical values","Numerical values"
"Distance at which attractive forces of hydrogen overcome repulsive forces is __________ ?","75.2pm, 75.3pm, 75.5pm","75.4pm"
"In a group, atomic radii increase due to successive increase of _________ ?","Proton shells, Neutron shells, Nucleus","Electronic shells"
"Chromatography is used to separate _________ ?","Solution, Molecules, Atoms","Mixtures"
"In SI base units, 1 Bq is equal to __________ ?","10 disintegration per second, 1.5 disintegration per second, 0.01 disintegration per second","1 disintegration per second"
"A helium nucleus comprising of two protons and two neutrons with a charge of 2e is _________ ?","Beta particle, Gamma particle, Negative particle","Alpha particle"
"Elements which emit natural radioactivity are known as __________ ?","Radio elements, Active elements, Nuclear elements","Radioactive elements"
"Alpha (α) particles are helium (He) nucleus with a charge of __________ ?","e, 3e, 4e","2e"
"Treatment of sucrose with conHNO3 gives__________?","Glucose+ fructose, Oxalic acid, Laevulinic acid","Nitrosucrose"
"The systematic name of sucrose is_______?","11-α-D-glucopyranosyl-2-β-D-fructofuranoside, 1-α-D- glucofuranosyl-2-α-D- fructopyranoside, 1-β- D- glucofuranosyl-2-α- D- fructofuranoside","1-α-D- glucopyranosyl-2-β-D-fructopyranoside"
"How many isomeric aldoses are possible for the molecular formula C6H12O6?","2, 4, 7","16"
"The IUPAC name of pyridines is__________?","Azolo, Azolidins, Diazine","Azine"
"The hybridization of nitrogen atom in pyridine is_______?","Sp, Sp3, It is not hybridized","Sp2"
"Following are the anions of soap which form Ca and Mg ions which we see as curd in water","Sodium hexadecanoate, Sodium octadecanoate, Sodium pentadecanoate","Both A & B"
"Which of the following compounds is not soluble in HNO3___?","CuS, CdS, PbS","AgCl"
"The amount of Zinc (at. Wt=65) necessary to produce 224 ml of H2 by the reaction with an acid will be______?","0.065gm, 0.65gm, 6.5gm","7.5gm"
"The weight of a metal of equivalent of 12 which will give 0.475g of its chloride is_______?","0.12g, 0.16g, 0.24g","0.18g"
"A brivalent metal has the equivalent weighr of 12. The molecular weight to its oxide will be_______?","24, 32, 36","40"
"When SO2 solution is passed over which of the following it turns green?","H2SO4, SO3, P2O5","K2Cr2O7"
"The composition of ‘ Golden spangles is_________?","PbI2, As2Cr2O7, BaCrO4","PbCrO4"
"What is chemical symbol for Tungsten?","Z, T, Tn","W"
"Noble gases are so called zero group because they have:_________?","Zero Valency, Zero Electronegativity, Zero Electron Affinity E. All of these","Both A and B"
"If a compound contains 24 gram of carbon 2 gram of hydrogen and 64 gram of oxygen then its empirical formula will be________?","C2H2O4, CH2, CH2O","CHO2"
"The reaction of Lucas reagent is the fastest with_________?","(CH3)2CHOH, CH3(CH2)OH, CH3CH2OH","(CH3)3COH"
"For the reaction 2HI ____________> H2+ I2","Kp > kc, Kc > kp, Kp ≤ kc","Kp= kc"
"If volumetric analysis methyl orange indicator is used when_________?","Acid is weak, Bade is strong, Acid is strong base is weak","Acid is strong"
"Ethylene diammine is ligand________?","mono dentate, tri dentate, Poly dentate","Bi dentate"
"Formula of Galena is________?","HgS, AS2S3, FeS2","PbS"
"Molecular orbital Theory is also called_________?","Bonding theory, Band theory, π and σ bonding theory","Antibondingtheory"
"BeCl2 has the hybrid orbitaks of type_______?","Sp2, Sp3, dsp2","Sp"
"I3( Tri-iodine) has shape_________?","Trigonal bipyramidal, Square bipyramidal, Both A and C","Linear"
"Water molecule is________?","Angular, Pyramidal, Triangular planer","V-shaped"
"In borax bead test which compound is formed_________?","Ortho burate, Double oxide, Tetra borate","Meta borate"
"Percentage of lead in lead pencil is________?","20, 80, 70","Zero"
"Cassiterite is an ore of_______?","Mn, Ni, Sb","Sn"
"Which of the following shows electrical conduction_____?","Potassium, Diamond, Sodium","Graphite"
"The type of hybridisation of boron in diborane is______?","Sp2- hybridisation, Sp3- hybridisation, Sp3d2- hybridisation","Sp- hybridisation"
"Which of the following element has the maximum electron affinity_____?","Br, I, F","Cl"
"The structure of H2O2 is_______?","Planar, Spherical, Linear","Non- polar"
"The volume strength of 1.5 N H2O2 solution is_______?","4.8, 5.2, 8.8","8.4"
"A 10 volume solution of H2O2 means_______?","10 grams of H2O2 solution liberate 10 mL of O2 at STO, 10 gram equivalents of H2O2 liberates 10 mL of O2 at STP, 10 litres of H2O2 liberates 19 mL of O2 at STP","1mL of solution of H2O2 liberates 10 mL of O2 at STP"
"Electronic Configuration of Calcium (Ca) atom may be written as________?","Ne, 4p2, Ne, 4s2, Kr,4p2","Ar, 4s2"
"Ce58 is a member of__________?","S-block, P-block, d-block","f-block"
"Basicity of orthophosphoric acid is________?","2, 4, 5","3"
"Gypsum is______?","CaSO4, CaSO4.1/2H2O, CaSO4.3H2O","CaSO4,2H2O"
"In melting of iron, which of the following reactions takes place in Bladt Furnace at 400°C- 600°C________?","CaO+ SiO2——> CaSiO3, 2FeS+3O2——–> 2Fe+ SO2, FeSiO3———> FeSiO3","Fe2O3+ 3CO——–> 2Fe+ 3CO2"
"Parke’s process is used in the extraction of________?","Iron, Sodium, Zinc","Silver"
"Which metal is used as a reducing agent in Smelting______?","Zn, Al, Cu","C"
"A process used for the Concentration of Ore is________?","Roasting, Electrolysis, Distillation","Forth flotation"
"Which Oxide of Manganese is amphoteric?","Mn2O3, Mn2O7, MnO","MnO2"
"The purpose of Smelting an ore is to________?","Oxidize it, Obtain an alloy, Separate volatile impurities","Reduce it"
"Which set of quantum numbers is not allowed?","n=2,l=1,m1=0,ms=+1/2, n=2,l=1,m1=-1,ms=+1/2, n=2,l=0,m1=0,ms=-1/2","n=2,l=2,m1=1,ms=-1/2"
"Find the PH of a 0.001 M solution of Nitric acid HNO3?","2, 4, 5","3"
"Potassium Permanganate is used for purifying drinking water, because_________?","It is a sterilising agent., It dissolves the impurities of water., It is a reducing agent.","It is an oxidising agent."
"Marsh gas is_______?","Nitrogen, Ethane, Hydrogen","Methane"
"The chemical (Ethyl Mercaptan) added to the otherwise odourless LPG cooking gas for imparting a detectable smell to the gas is a compound of:_______?","Bromine, Fluorine, Chlorine","Sulphur"
"The average salinity of sea water is________?","3%, 2.5%, 2%","3.5%"
"Tetraethyl lead is used as______?","Pain Killer, Fire Extinguisher, Mosquito Repellent","Petrol Additive"
"Electric bulb filament is made of__________?","Copper, Aluminum, Lead","Tungsten"
"Oxidation state +1 for phosphorous is found in___________?","H3PO3, H3PO4, H2P2O7","H3PO2"
"SO2 reacts with Cl in sunlight to form__________?","Sulphur dioxide, Suphanyl chloride, All of the above","Sulphuryl chloride"
"Argon gas was discovered by_______?","Rayleigh, Lockerey, Dalton","Ramsay"
"The number of lone pairs in XeOF4 is_________?","O, 2, 3","1"
"The O-O linkage is present in__________?","H2S2O3, H2S4O6, H2 S2 O6","H2SO8"
"Poisonous gas present in the exhaust fumes of a jet plane is__________?","Flurocarbon, Methane, C2H2","Carbon monoxide"
"The formula C6H5-CO-CH3 represents_______ ?","Acetone, Acetic acid, Phenyl acetate","Acetophenone"
"What is the density ofargon gas at a temperature of 30°C and a pressure of 1.05 atm?","1.65 g/L, 1.67 g/L, None of the above","1.68 g/L"
"Which of the following solvents would best facilitate an SN2 substitution reaction?","Water, Hexane, Ethanol","Dimethylflormamide"
"In a molecule of carbon monoxide, what are the formal charges on the two atoms?","Carbon=0, Oxygen=0, Carbon= +1, Oxygen= -1, Carbon=0, Oxygen= -1","Carbon= -1, Oxygen= +1"
"Which of the following aqueous solutions would have the highest boiling point?","0.20 m glucose, 0.20 m NaCl, 0.25 m sucrose","0.15 m CaCl2"
"The mass of 3.2 moles of ammonia (NH3) gas?","53.4 grams, 55.4 grams, 56.4 grams","54.4 grams"
"When an aldehyde is reacted with hydrogen cyanide a ” Cyanihydrin” is formeThis process is best termed as __________?","Electrophilic addition, Electrophilic substitution, Necleophilic substitution","Nucleophilic addition"
"How many moles are in 22.2 grams of Calcium chloride, CaCl2?","0.3 moles, 0.4 moles, 0.5 moles","0.2 moles"
"What is the mass percent of silver in silver notrate, AgNO3?","64.5%, 65.6%, 61.5%","63.5%"
"A sample of an iron and oxygen ore has a mass of 35.8 grams. The iron in the compound has a mass of 27.9 grams. What is the percent iron in the ore?","74% Fe, 75% Fe, 77% Fe","78% Fe"
"A compound is determined to have an emperical formula of C2H6O and a molar mass of 138 g/mole. What is the molecular formula?","C2H6O, C6H12O6, C2H5O","C6H18O3"
"A substance is analyzed and found to have an emperical formula of CH2 and a molar mass of 56g/mole. What is the molecular formula of the compound?","C2H4, C3H6, C5H10","C4H8"
