question,wrong_choices,correct_answer
"The natural fats and oils are composed of_________?","Carbon, Hydrogen and Nitrogen, Carbon, Oxygen and Nitrogen, Hydrogen, Oxygen and Nitrogen","Carbon, Hydrogen and Oxygen"
"The source of oxygen in photosynthesis is","salts, minerals, glucose","water"
"The instrument used to measure wind speed is?","Barometer, Hydrometer, Hygrometer","Anemometer"
"The gas, commonly known as “laughing gas”, is","Carbon Dioxide, Sulfur Dioxide, Sodium Oxide","Nitrous Oxide"
"The good sources of iodine are_______?","green leafy vegetables, seeds, fresh vegetables and fruits","sea foods"
"The good sources of Vitamin-C are________?","green leafy vegetables, seeds, sea foods","fresh vegetables and fruits"
"The good sources of Vitamin-B Complex are?","green leafy vegetables, fresh vegetables and fruits, sea foods","seeds"
"The good sources of Vitamin-A are?","seeds, fresh vegetables and fruits, sea foods","green leafy vegetables"
"The SI unit of Heat is________?","Watt, Volt, Newton","Joule"
"Diamond is an allotropic form of_______?","Hydrogen, Nitrogen, Silicon","Carbon"
"The Carbon Dioxide in the atmosphere, by volume, is_______?","3.9%, 13%, 30%","0.039%"
"Meteorology is the study of?","Seasons, Air and sounds, Winds and clouds","Atmosphere"
"For proper formation of teeth, __________ is essential?","iodine, copper, iron","fluorine"
"Deficiency of __________ causes loss of appetite and poor growth?","iodine, copper, iron","zinc"
"Carrot is good source of Vitamin _______?","Vitamin B, Vitamin C, Vitamin D","Vitamin A"
"Digestion of food is completed in the __________?","large intestine, stomach, Liver","small intestine"
"What is Dry Ice?","Solid Oxygen, Solid Hydrogen, Solid Nitrogen","Solid Carbon Dioxide"
"The SI unit of electric current is?","Coloumb, Volt, Watt","Ampere"
"Einstein’s famous equation which states that mass and energy are interchangeable is?","E = cm, M = ec, M = ce","E = mc"
"Biosensor is used to measure?","The body pH value, Amount of hemoglobin, Salinity in Urine","Blood glucose level"
"According to Big Bang Theory, the Universe began about __________ billion years ago.","20 – 30, 30 – 40, 40 – 50","10 – 20"
"The planets visible to us without using a telescope are __________?","3, 4, 6","5"
"The bodyguard of the Earth is __________ that save the Earth from many Comets and Asteroids.","Mars, Saturn, Uranus","Jupiter"
"The Great Spot is on the planet __________?","Saturn, Venus, Mars","Jupiter"
"The salinity of sea water is determined by the amount of common salt (Sodium Chloride) in __________ of sea water.","1 gram, 10 grams, 10 kg","1 kg"
"The planet which is easily visible from the Earth is?","Mercury, Mars, Jupiter","Venus"
"Urine is produced in __________?","Lungs, Large intestine, Liver","Kidneys"
"At night, Plants intake __________ and release __________?","Carbon dioxide – Oxygen, Oxygen – Carbon monoxide, None of theseCarbon monoxide – Oxygen","Oxygen – Carbon dioxide"
"Oxidation is a chemical reaction involving the __________?","Gain of Electrons, Gain of Protons, Loss of Protons","Loss of Electrons"
"GPS is an abbreviation for?","Global Poles System, Global PolySiliconium Store, Global Position Structure","Global Positioning System"
"In general, Comets have __________ orbits","Elliptical, Circular, Parabolic","Highly elliptical"
"The planet that moves round the Sun at the highest speed is_________?","Jupiter, Venus, Mars","Mercury"
"The nearest planet to the Earth is _________?","Mercury, Mars, Moon","Venus"
"In a very low temperature which from the following will freeze at last?","River water, Canal water, Water in a lake","Sea water"
"During winter in cold countries, the __________ is mixed to melt the ice on the icy roads.","Chlorine, Carbon dioxide, Water","Salt"
"The fluid part of blood is known as __________?","platelets, blood cells, None of these","plasma"
"The lifespan of White Blood Cells is __________ day(s)?","1 – 5 days, 3 – 7 days, 4 – 8 days","5 – 21 days"
"Sound waves are _________ waves.","Transverse, Electromagnetic, None of these","Longitudinal"
"Instrument used for measuring very high temperature is __________?","Pyroscope, Seismograph, Xylometer","Pyrometer"
"When white light is passed through a prism, it splits into __________ colours.","5, 6, 8","7"
"Which from the following is true for “Sound”?","Sound cannot travel through gases, Sound cannot travel through liquids, Sound cannot travel through solids","Sound cannot travel through a vacuum"
"CNG stands for?","Converted Natural Gas, Conduced Natural Gas, Conducted Natural Gas","Compressed Natural Gas"
"Which from the following is NOT a conductor?","Aluminium, Gold, Graphite","All are conductors"
"A camera uses a __________ to form an image.","concave lens, condenser lens, none of these","convex lens"
"The SI unit of “pressure” is _________.","joule, tesla, henry","pascal"
"The most densest substance on the Earth is __________.","Platinum, Copper, Steel","Osmium"
"Each day human body breathe in __________ liters of air.","5,000 to 10,000, 15,000 to 20,000, 20,000 to 25,000","10,000 to 15,000"
"Deficiency of Vitamin-D results in __________?","night blindness, scurvy, hair fall","rickets"
"The most abundant element in the Earth’s crust is __________?","Hydrogen, Carbon Dioxide, Silicon","Oxygen"
"The most abundant element in the universe is __________.","Oxygen, Carbon Dioxide, Silicon","Hydrogen"
"The average adult has a blood volume of about __________ liters.","4, 6, 7","5"
"The Sun is a __________?","Planet, Asteroid, Meteor","Star"
"The gas used in a refrigerator to cool water is___________?","Nitrogen, Carbon dioxide, Methane","Tetrafluoroethane"
"A device which converts chemical energy into electrical energy is called __________?","motor, generator, moving-coil meter","battery"
"Radioactivity was discovered by __________?","Kelvin, Thomson, Rutherford","Bacquerel"
"The density of water is __________?","1.5 g/cm, 2 g/cm, none of these","1 g/cm"
"For a fixed mass of gass at constant temperature, if we decrease volume, the pressure will _________?","also decrease, remains constant, none of these","increase"
"The lifespan of Red Blood Cells is __________ days?","60, 180, 240","120"
"Deficiency of Vitamin-A results in __________?","rickets, scurvy, hair fall","Night blindness"
"Long-sight defect could be corrected by using __________ lens?","concave, diverging, none of these","Convex"
"Severe deficiency of Vitamin D results in __________.","scurvy, night blindness, None of these","rickets"
"Which is the outermost planet in the solar system?","Mercury, Pluto, Uranus","Neptune"
"Who discovered Uranus__________?","William Caxton, John Davise, Shellay","Herschel"
"Which of following is the disease of eyes.?","Trachoma, Glaucoma, Cataract","All of these"
"How many layers does sun have ?","4, 7, 3","6"
"What would happen to the escape velocity if the mass of the Earth were doubled, keeping the radius the same?","It would remain the same, It would increase by a factor of 2sqrt{2}2​, It would double","It would decrease by a factor of 2sqrt{2}2"
"For an object to escape from the surface of a celestial body, the kinetic energy of the object must be: __________?","Less than the gravitational potential energy of the body, Equal to the gravitational potential energy of the body, None of the above","Greater than the gravitational potential energy of the body"
"Which of the following statements is true about escape velocity?","Escape velocity is independent of the mass of the planet, Escape velocity decreases with an increase in the radius of the planet, Escape velocity depends on the shape of the planet","Escape velocity is independent of the mass of the escaping object"
"On the Moon, the escape velocity is: __________?","More than on Earth due to its smaller radius, The same as on Earth because escape velocity is a constant, Dependent on the time of day","Less than on Earth due to its lower mass and smaller radius"
"If a rocket is launched with a velocity less than the escape velocity of Earth, it will:","Escape the Earth’s gravitational field, Enter into an elliptical orbit around the Earth, Travel to another planet","Fall back to Earth"
"Escape velocity depends on ________?","Mass of the object trying to escape, Radius of the planet or celestial body, The velocity of the rotating planet","Both mass and radius of the planet or celestial body"
"What is the escape velocity on Earth?","7.9 km/s, 9.8 km/s, 12.4 km/s","11.2 km/s"
"Pen and a home which will need more velocity to escape from the earth?","pen needs less velocity, home needs more velocity, none","both need the same velocity"
"‘Magnetometer’ is used to measure: ______________?","Air Pressure on Ships, Electromagnetic Force in Space Devices, Changes in Oceanic Current","Changes in the Earth’s Magnetic Field"
"‘Cyborg’ term mostly used in Science-fiction movies describes:","A human being whose physiological functions are aided by artificial means, A Bionic Human, An individual with artificial parts","All of Above"
