question,wrong_choices,correct_answer
"When a plot is sold for Rs. 18,700, the owner loses 15%. At what price must that plot be sold in order to gain 15%?","Rs. 21,000, Rs. 22,500, Rs. 25,800","Rs. 25,300"
"On selling 17 balls at Rs. 720, there is a loss equal to the cost price of 5 balls. The cost price of a ball is:________?","Rs. 45, Rs. 50, Rs. 55","Rs. 60"
"A dealer marks his goods 20% above cost price. He then allows some discount on it and makes a profit of 8%. The rate of discount is:","12%, 6%, 4%","10%"
"A cloth merchant has announced 25% rebate in prices. If one needs to have a rebate of Rs. 40. Then how many shirts each costing Rs.32 he should purchase?","6, 10, 7","5"
"The difference between a discount of 40% on Rs. 500 and two successive discount of 36% and 4% on the same amount is:________?","0, Rs. 2, Rs. 1.93","Rs. 7.20"
"Tarun bought a T.V with 20% discount on the labelled price. Had he bought it with 25% discount? He would have saved Rs. 500. At what price did he buy the T.V?","Rs. 5000, Rs. 12000, Rs. 16000","Rs. 10000"
"A man purchases an electric heater whose printed price is 160 if he received two successive discounts of 20% and 10% he paid:","Rs. 112, Rs. 129.60, Rs. 119.60","Rs. 115.20"
"The marked price is 10% higher than the cost price. A discount of 10% is given on the marked price, in this kind of sale the seller","Bears no loss no gain, gains, None of these","loses 1%"
"A trader lists his articles 20% above P and allows a discount of 10% on cash payment. His gain percent is:","10%, 5%, 6%","8%"
"While selling the watch, a shopkeeper gives a discount of 5% if he gives a discount of 7 % he earns Rs. 15 less as profit. The marked price of the watch is:","Rs. 697.50, Rs. 712.50, Rs. 787.50","None of these"
"A Shopkeeper earns a profit of 12% on selling a book at 10% discount on the printeThe ratio of the cost price and the printed price of the book is:","50:61, 99:125, None of these","45:56"
"A retailer buys a sewing machine at a discount of 15% and sells it for Rs. 1955. Thus, he makes a profit of 15%. The discount is:","Rs. 270, Rs. 290, None of these","Rs. 300"
"An umbrella marked at Rs. 80 is sold for Rs. 68. The rate of discount is:","12%, 17 11/17%, 20 %","15%"
"Kabir buys an article with 25% discount on its marked price. He makes a profit of 10 % by selling it at Rs. 660. The marked price is :","Rs. 600, Rs. 700, Rs. 685","Rs. 800"
"The ratio of the prices of three different types of cars is 4:5:7. If the difference between the costliest and the cheapest cars is Rs. 60000 the price of the car of modest price is:","Rs. 80000, Rs. 140000, Rs. 120000","Rs. 100000"
"A discount series of 10%, 20% and 40% is equal to a single discount of:_________?","50%, 60%, 70.28%","56.8%"
"At what price must kashif sell a mixture of 80 kg sugar at Rs. 6.75 per kg with 120 kg at Rs. 8 per kg to gain 20%?","Rs. 7.50 per kg, Rs. 8.20 per kg, Rs. 8.85 per kg","Rs. 9 per kg"
"A person bought an article and sold it at a loss of 10 % if he had bought it for 20 % less and sold it for Rs. 55 more he would have had a profit of 40 %. The P of the article is:","Rs. 200, Rs. 225, None of these","Rs. 250"
"The cost price of an article which on being sold at a gain of 12 % yields Rs. 6 more than when it is sold at a loss of 12 % is:","Rs. 30, Rs. 24, Rs. 20","Rs. 25"
"A man sells a car to his friend at 10 % loss. If the friend sells it for Rs. 54000 and gains 20 %. The original P of the car was:_________?","Rs. 25000, Rs. 37500, Rs. 60000","Rs. 50000"
"If two mixers and one T.V cost Rs. 7000. While two T.V s and one mixer cost Rs. 9800. The value of one T.V is:_________?","Rs. 2800, Rs. 2100, Rs. 8400","Rs. 4200"
"Profit after selling a commodity for Rs. 425 is same as loss after selling it for Rs.355. The cost of the commodity is:________?","Rs. 385, Rs. 395, Rs. 400","Rs. 390"
"A merchant sold his goods for Rs. 75 at a profit percent equal to P. The P was:________?","Rs. 40, Rs. 60, Rs. 70","Rs. 50"
"A horse and a cow were sold for Rs. 12000 each. The horse was sold at a loss of 20 % and the cow at a gain of 20 %. The entire transaction resulted in___________?","No loss or gain, Gain of Rs. 1000, Gain of Rs. 2000","Loss of Rs. 1000"
"A man sold two houses for Rs. 7.8 lakhs each. On the one, he gained 5% and on the other, he lost 5%. What percent is the effect of the sale on the whole?","0.25 % gain, 25% loss, 25% gain","0.25 % loss"
"When the Price of fans was reduced by 20 %. The number of fans sold increased by 40 %. What was the effect on the sales of rupees?","12 % decrease, 30 % increase, 40 % increase","12 % Increase"
"When the price of a toy was increased by 20 % of the number of toys sold was decreased by 15 %. What was the effect on the sales of the shop?","4 % increase, 4 % decrease, 2 % decrease","2 % increase"
"A owns a house worth Rs. 10000. He sells it to B at a profit of 10% based on the worth of the house. B sells the house back to A at a loss of 10% in this transaction A gets:","No profit No loss, Profit of Rs. 1000, Profit of Rs. 2000","Profit of Rs. 1100"
"Ramees bought 4 dozen apples at Rs. 12 per dozen and 2 dozen apples at Rs. 16 per dozen. He sold all of them to earn 20%. At what price per dozen did he sell the apples?","Rs. 14.40, Rs. 16.80, Rs. 19.20","Rs. 16.00"
"Jameel bought paper sheets for Rs. 7200 and spent Rs. 200 on transport. Paying Rs 600 he had 330 boxes made. Which he said at Rs. 28 each. What is his profit Percentage?","40, 60, None of these","15.5"
"By selling Toffees at 20 for a rupee, a man loses 40 %. To gain 20 %, for one rupee he must sell?","20 toffees, 25 toffees, 24 toffees","16 toffees"
"By selling 12 oranges for one rupee, a man loses 20%. How many for a rupee should he sell to get a gain of 20%?","5, 10, 15","8"
"A dealer professing to sell at cost price uses a 900 gms weight for a kilogram. His gain percent is:________?","9, 10, 11","11 1/9"
"A man sold 20 articles for Rs. 60 and gained 20%. How many articles did he buy for Rs.60?","22, 25, 26","24"
"The P of an article is 40% of the S.P. The percent that the S.P is of P is:________?","40, 60, 240","250"
"A man purchased a watch for Rs. 400 and sold it at a gain of 20% of the selling price. The selling price of the watch is:__________?","Rs. 300, Rs. 320, Rs. 440","Rs. 500"
"If I purchased 11 books for Rs. 10 and sold all at the rate of 10 books for Rs. 11, the profit percent","10%, 11%, 100%","21%"
"If books bought at prices ranging from Rs. 200 to Rs. 350 are sold at prices ranging from Rs. 300 to Rs. 425. What is the greatest possible profit that might be made in selling 8 books?","Rs. 400, Rs. 600, Cannot be determined","None of these"
"A man sells 320 mangoes at the cost of 400 mangoes. His gain percent is:_________?","10%, 15%, 20%","25%"
"There would be 10% loss if rice is sold at Rs. 5.40 per kg. At what price per kg should it be sold to earn a profit of 20%","Rs. 6, Rs. 6.48, Rs. 7.02","Rs. 7.20"
"There would be 10% loss if a toy is said at Rs. 10.80 per piece. At what price should it be sold to earn a profit of 20%?","Rs. 12, Rs. 12.96, None of these","Rs. 14.40"
"A man buys 10 articles for Rs. 8 and Sells them at the rate of Rs. 1.25 per article. His gain is:________?","20%, 50%, 19 ½ %","56 ¼ %"
"A shopkeeper sold an article offering a discount of 5% and earned a profit of 23.5%. What would have been the percentage of profit earned if no discount was offered?","24.5, 28.5, Data inadequate E. None of these","30"
"The cost price of an article is 64% of the marked price. Calculate the gain percent after allowing a discount of 12%?","48%, 50.5%, 52%","37.5%"
"By selling an umbrella for Rs. 300, a shop keeper gains 20%. During a clearance sale, the shopkeeper allows a discount of 10% on the marked price. His gain percent during the sale is:________?","7, 7.5, 9","8"
"The price of a VCR is marked at Rs. 12,000. If successive discounts of 15%, 10% and 5% be allowed, then at what price does a customer buy it?","Rs. 8400, Rs. 8856, None of these","Rs. 8721"
"Aleem buys 4 horses and 9 cows for Rs. 13,400. If he sells the horses at 10% profit and the cows at 20% profit, then he earns a total profit of Rs. 1880. The cost of a horse is:_________?","Rs. 1000, Rs. 2500, Rs. 3000","Rs. 2000"
"By selling 12 toffees for a rupee, a man loses 20%. How many for a rupee should be sell to get a gain of 20%?","5, 10, 15","8"
"A vendor bought toffees at 6 for a rupee. How many for a rupee must he sell to gain 20%?","3, 4, 6","5"
"On an order of 5 dozen boxes of a consumer product, a retailer receives an extra dozen free. This is equivalent to allowing him a discount of:________?","15%, 16 1/6%, 20%","16 2/3%"
"If the selling price of 50 articles is equal to the cost price of 40 articles, then the loss or gain percent is:","20% gain, 25% loss, 25% gain","20% loss"
"If the cost price of 12 pens is equal to the selling price of 8 pens, the gain percent is:","25%, 33 1/3 %, 66 2/3 %","50%"
"The percentage profit earned by selling an article for Rs. 1920 is equal to the percentage loss incurred by selling the same article for Rs. 1280. At what price should the article be sold to make 25% profit?","Rs. 2200, Rs. 2400, None of these","Rs. 2000"
"The profit earned by selling an article for Rs. 832 is equal to the loss incurred when the same article is sold for Rs. 448. What should be the sale price for making 50% profit?","Rs. 920, Rs. 1060, Rs. 1200","Rs. 960"
"In a certain store, the profit is 320% of the cost. If the cost increases by 25% but the selling price remains constant, approximately what percentage of the selling price is the profit?","30%, 100%, 250%","70%"
"If selling price is doubled, the profit triples. Find the profit percent:","66 2/3, 105 1/3, 120","100"
"A man gains 20% by selling an article for a certain price. If the sells it at double the price, the percentage of profit will be:________?","40, 100, 120","140"
"The ratio between the sale price and the cost price of an article is 7:5. What is the ratio between the profit and the cost price of that article?","2:7, 5:2, 7:2","E. None of these"
"The ratio of the cost price and the selling price is 4:5. The profit percent is:__________?","10%, 20%, 30%","25%"
"Jameel brought a scooter for a certain sum of money. He spent 10% of the cost on repairs and sold the scooter for a profit of Rs. 1100. How much did he spend on repairs if he made a profit of 20%?","Rs. 400, Rs. 440, Rs. 550","Rs. 500"
"The sale price of an article including the sales tax is Rs. 616. The rate of sales tax is 10%. If the shopkeeper has made a profit of 12%, then the cost price of the article is:","Rs. 515, Rs. 550, Rs. 600","Rs. 500"
"Samad purchased 20 dozens of toys at the rate of Rs. 375 per dozen. He sold each one of them at the rate of Rs. 33. What was his percentage profit?","3.5, 4.5, 6.5","5.6"
"A shopkeeper purchased 70 kg of potatoes for Rs. 420 and sold the whole lot at the rate of Rs. 6.50 per kg. What will be his gain percent?","4 1/6 %, 6 1/6 %, 20 %","8 1/3 %"
"The successive discounts 20% and 15% are equal to a single discount of__________?","35%, 38%, 29% E. None of these","32%"
"Rahat purchased a refrigerator for Rs. 12500 after getting a discount of 20% on the labelled price. He spent Rs. 125 on transport and Rs. 250 on installation. At what price should it be sold so that the profit earned would be 10% if no discount was offered?","Rs. 16500, Rs. 15525, Rs. 17000 E. None of these","Rs. 17600"
"Mahad marks an article 15% above the cost price of Rs. 540. What must be his discount percentage if he sells it at Rs. 496.80?","18%, 21%, 19% E. None of these","20%"
"An article was sold after a discount of 20% and there was a gain of 20%. If the profit made on it was Rs. 6 less than the discount offered on it, find its selling price?","Rs. 90, Rs. 66, Rs. 96 E. None of these","Rs. 72"
