question,wrong_choices,correct_answer
"Who led the Pakistan delegation to the Commonwealth Heads of Government Meeting (CHOGM) in Samoa?","Deputy Prime Minister, Foreign Minister, Prime Minister","Both (A) and (B)"
"Justice Yahya Afridi was sworn in by President Asif Ali Zardari as the 30th chief justice of Pakistan (CJP) at a ceremony in _____ on October 26, 2024.","Prime Minister House, Supreme Court, Majlis-e-Shoora","Awan-i-Saddar"
"Who is the Current Chief justice of Pakistan?","Justice Umar Ata Bandial, Justice Qazi Faez Isa, Justice Mansoor Ali Shah","Justice Yahya Afridi"
"________ has secured a gold medal at the Mr. Universe 2024 competition held by the World Fitness Federation in Las Vegas, US","Ali Haider, Nadeem Ahmed, none of them","Rameez Ibrahim"
"As per the World Bank’s report in October 2024, what is Pakistan’s projected economic growth rate for the fiscal year?","2.3%, 3.5%, 4.0%","2.8%"
"The International Monetary Fund (IMF) projects Pakistan’s unemployment rate for 2024 to be","5.5%, 6.0%, 8.0%","7.5%"
"How many amendments have been officially approved and incorporated into the 1973 Constitution to date?","22, 24, None of these","26"
"Who is set to take oath as the next Chief Justice of Pakistan (CJP) on October 26, 2024?","Justice Mansoor Ali Shah, Justice Qazi Faez Essa, Justice Sajjad Ali Shah","Justice Yahya Afridi"
"According to the newly approved ” The Constitution ( Twenty-Sixth amendment) Act ,2024 ” , The 12-Member Parliamentary Committee will nominate the new Chief justice of Pakistan from the Panel of Three most Senior Judges. Then , Parliamentary Committee will Propose the Selected name to the Prime Minister, who will then Forward it to the ___________for final approval .","Governor, Army Chief, In-charge Chief Justice","President"
"According to the newly approved ” The Constitution ( Twenty-Sixth amendment) Act 2024 ” , The 12-member Parliamentary Committee will nominate the new Chief justice of Pakistan out of Three most Senior Judges of the Supreme Court .Then , Parliamentary Committee will Propose the Selected name to the____________?","President, Chief of the Army Staff, In-charge Chief Justice","Prime Minister"
"Who is the Chairman of the Judicial Commission of Pakistan ( JCP ) ?","Army Chief, President, Prime Minister","Chief Justice"
"According to the Constitution ( Twenty-Sixth amendment) Act,2024 , ” Judicial Commission of Pakistan ” would be led by ___________?","The Chief Justice ,and Including Three Senior Judges, Two Members, each from the National Assembly and the Senate of Pakistan, Federal Minister of Law and Justice ,and The Attorney General","E. All of these"
"Which international body criticized the passage of the 26th Constitutional Amendment as a “blow to judicial independence, the rule of law, and human rights protection”?","International Criminal Court, International Court of Justice, Amnesty International","International Commission of Jurists"
"Which Japanese company will extend finance of RS. 4.22bn for Pakistan’s procurement and installation of 45 telemetry stations, and five automatic weather stations?","Japan External Trade Organization (JETRO), Japan Association of Commerce and Industry, Japan Government","Japan International Cooperation Agency"
"Pakistan has finalized an agreement with ________ for procurement and installation of 45 telemetry stations, and five automatic weather stations for improved flood forecasting and weather monitoring system.","The USA, Australia, China","Japan"
"One of the most important components of ” The Constitution ( Twenty-Sixth amendment) Act,2024 ” is the complete eradication of Riba ( Interest ) from the country by ___________?","January 1, 2025, January 1, 2026, January 1, 2027","January 1, 2028"
"According to ” The Constitution ( Twenty-Sixth amendment) Act ,2024″ , Who will give the final Approval for the Appointment of the Chief Justice of Supreme Court of Pakistan?","Parliamentary Committee, Chairman Senate of Pakistan, Prime Minister of Pakistan","President of Pakistan"
"According to the recently approved ” The Constitution ( Twenty-Sixth amendment) Act ,2024 ” , The 12-member Parliamentary Committee will nominate the new chief justice of Pakistan from the Panel of the __________?","Four Most Senior Judges, Five Most Senior Judges, Six Most Senior Judges","Three Most Senior Judges"
"According to “The Constitution ( Twenty-Sixth amendment) Act,2024 , The term for the “Chief Justice Supreme Court of Pakistan” has been set at ____________?","4 Years, 5 Years, 6 Years","3 Years"
"The newly Approved ” The Constitution ( Twenty-Sixth amendment) Act, 2024 Clearly Suggests that ” The Senior-most Judge of the each Constitutional Bench will Serve as its .","Speaker of National Assembly, Chairman Senate, None of these","Presiding Officer"
"The newly Approved ” The Constitution ( Twenty-Sixth amendment) Act, 2024 ” envisages introduction of reforms to the __________?","Appointment Process and Tenure of the Chief Justice of Pakistan, Establishment of the Constitutional Benches at the Supreme Court, With equal representation from all Provinces of Pakistan, Establishment of the Constitutional Benches at the High Courts","All of these"
"How many members in the National Assembly of Pakistan Voted in the favour of ” The Constitution ( Twenty-Sixth amendment) Act ,2024″?","4, 12, 65","225"
"How many members voted in the favour of ” The Constitution ( Twenty-Sixth amendment) Act ,2024 in the Senate of Pakistan?","4, 12, 225","65"
"The Senate and the National Assembly of Pakistan Passed ” The Constitution (Twenty -Sixth Amendment ) Act,2024 with a _________majority in October 2024.","1/2nd, 1/4th, 2/5th","2/3rd"
"According to 26th amendment in 1973 constitution A judge of the supreme court shall hold office until he attains the age of_______ years.","60, 67, 70","65"
"Which amendment in the Constitution of Pakistan was approved in October 2024?","25th, 27th, None of These","26th"
"The 26th amendment empowering the __________to appoint the next CJP from among three senior judges.","President, Chief Justice, None of These","PM"
"According to the report ‘Macro Poverty Outlook for Pakistan’, released by the World Bank on October 18, 2024, the poverty rate will remain near ________ through Fiscal Year 2026.","20%, 25%, 30%","40%"
"Who represented India at the 23rd Shanghai Cooperation Organisation ( SCO) Council of Head of Government Meeting 2024 in Pakistan.","Sushma Swaraj, Narendra Modi, Rahul Gandhi","Dr S JaiShankar"
"Pakistan has been declared _______ in ‘Freedom on the Net 2024’ report published by Freedom House.","‘Free’, ‘Partly Free’, None of Above","‘Not Free’"
"Pakistan scored _____ out of 100 in report ‘Freedom on the Net 2024’, produced by Freedom House.","38, 50, 72","27"
"When the Supreme Court set aside the government job quota scheme for family members of low-grade employees who retire on medical grounds, die during the service or become disabled?","September 18, 2024, September 30, 2024, October 10, 2024","October 18, 2024"
"What was Pakistan’s score in the 2024 Freedom on the Net report, which classified the country as ‘not free’?","50, 35, 21","27"
"Which country has signed with Pakistan a memorandum of subsidiary agreement for ‘Climate Resilient and Adaptive Water Allocation in Pakistan’ project?","China, Malaysia, Saudi Arabia","Australia"
"When the Senate of Pakistan passed the “Establishment of Special Courts Bill” to decide property-related cases of overseas Pakistanis?","October 1, 2023, October 1, 2024, September 17, 2024","October 17, 2024"
"The heads of delegations at SCO Summit 2024 in Islamabad proposed the establishment of which institution?","SCO Development Bank, SCO Development Fund (Special Account), SCO Investment Fund","All of Above"
"It was the first time in nearly ____ years that India’s foreign minister travelled to Pakistan on October 15, 2024.","11, 13, 15","9"
"The last visit to Pakistan by Indian foreign minister was in: _____________?","2012, 2010, 2018","2015"
"The IMF has asked Pakistan to swiftly end preferential treatment, tax exemptions and other protections for the ________ sector.","Agriculture, Textile, Health","Both (A) and (B)"
"Which Pakistani secured the ‘gold medal’ at the Sixth Asian Taekwondo Open Championship in the kyorugi discipline on October 16, 2024?","Nooh Dastgir, Arshad Nadeem, Talha Talib","Shahzaib Khan"
"The International Monetary Fund (IMF) has urged Pakistan to invest ____ percent of its GDP annually in climate resilience and adaptation reforms to prepare for recurring extreme weather events.","Two, Three, Four","One"
"Chinese PM Li Qiang and PM Shahbaz Sharif inaugurated the newly completed _____ in a ‘virtual ceremony’.","Physical Infrastructure of Gwadar Port and the Free Zone Phase-1, Gwadar Smart Port City Master Plan, Pak-China Technical and Vocational Institute.","Gwadar International Airport"
"PM Shahbaz Sharif and Chinese PM signed agreement on:","Jointly produce TV programs, Currency Swap Agreement, ‘Protocol on Quarantine Requirements’ for the export of donkey meat to China","All of Above"
"Li Qiang, the first Chinese PM to visit Pakistan in _______ years, arrived for a four-day official trip on October 14, 2024.","8, 15, 17","11"
"The first-ever ‘Pakistan Oman Expo and Business Conference’ held on ________, 2024, in Muscat.","September 13-14, September 29-30, October 15-16","October 13-14"
"Sindh Rawadari March was demonstrated in Karachi ,Pakistani on ___________?","10 October,2024, 11 October ,2024, 12 October ,2024","13 October ,2024"
"The Council of Heads of Government is the _________ decision-making body in the SCO?","First-highest, Third-highest, Supreme","Second-highest"
"PM Shehbaz Sharif, as the current Chair of the Council of Heads of Government, will preside over the SCO Summit, which will be held at the ________.","National Assembly, Senate, None of Above","Jinnah Convention Centre"
"According to the Punjab Enforcement and Regulatory Authority (PERA) bill who shall be the ‘Chairperson’ of the PERA?","Chief Secretary, Interior Minister, IG Punjab Police","Chief Minister"
"According to the Punjab Enforcement and Regulatory Authority (PERA) bill the headquarters of the authority shall be at ______.","Multan, Faisalabad, Rahim Yar Khan","Lahore"
"When Punjab Assembly passed “Punjab Enforcement and Regulatory Authority (PERA) bill”?","October 1, 2024., October 4, 2024, October 8, 2024","October 11, 2024"
"The outlawed Baloch Liberation Army (BLA) after the October 6, 2024, attack in Karachi revealed the secret behind its renewed violent strength the ‘intelligence and analysis’ wing. What is its name?","Ababeel, Muqabil, Ráz","Zirab"
"Which Pakistani actress has been appointed by UNICEF as Pakistan’s First National ambassador for Child Rights.","Yamna Zaidi, Ayeza Khan, Neelam Muneer","Saba Qamar"
"According to a report of the FAO released on October 11, 2024, Pakistan has been listed among the 20 countries at risk of dry conditions due to which weather phenomenon expected to emerge in late 2024 and persist into early 2025?","El Nino, Southern Oscillation (ENSO), None of the Above","La Nina"
"When did veteran actor Abid Kashmiri, winner of the Nigar Award for his role in the 1988 film ‘Bazaar-e-Husn,’ passed away?","September 15, 2024, September 30, 2024, October 1, 2024","October 11, 2024"
"Which Province recently in launched Online Driving License Services ?","Punjab, KPK, Balochistan","Sindh"
"Which Pakistani leader addressed the international forum in Ashgabat, Turkmenistan?","Khawaja Asif, Shehbaz Sharif, Bilawal Bhutto","Asif Ali Zardari"
"World’s 4th largest oil & gas reserves found in ___________?","Africa, Russia, Afghanistan","Pakistan"
